ID#,train_date,Trainertype,t_rating01,t_rating02,t_rating03,t_rating04,t_rating05,t_rating06,t_rating07,t_rating08,t_rating09,t_rating10,t_rating11,t_rating12,t_rating13,t_rating14,t_rating15,t_rating16,t_rating17,t_rating18,t_rating19,t_rating20,t_rating21,t_rating22,t_rating23,t_rating24,Charac_avg,Train_comp
7225,42345,0,4,5,3,2,4,5,2,3,3,5,4,4,4,999,999,999,9999,999,999,4,3,5,4,4,3.692307692,4
7225,42346,1,4,4,4,5,5,5,4,5,4,4,5,4,4,4,5,5,4,4,4,4,5,4,3,4,4.368421053,4
7226,42346,0,4,4,3,3,3,3,3,4,3,3,3,4,4,3,3,3,4,2,2,3,2,2,3,3,3.210526316,2.6
7226,42346,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,2,2,3,2,3.315789474,2.4
7227,42396,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7227,42396,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7227,42396,0,3,2,2,3,4,5,2,3,2,2,4,2,3,1,5,4,4,3,4,2,2,4,2,2,3.052631579,2.4
7227,42396,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,4.842105263,4.4
7228,42346,0,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4.526315789,3.8
7228,42346,1,4,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,4,4,3,4,5,4,4.578947368,4
7229,42341,0,3,3,3,3,3,4,4,3,3,3,4,3,4,4,5,4,4,4,4,3,3,3,3,3,3.578947368,3
7229,42341,1,3,3,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,4,3
7230, ,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3.8
7230, ,0,5,4,4,1,2,4,4,2,3,3,5,5,4,5,5,5,5,1,5,5,4,2,4,1,3.789473684,3.2
7230, ,1,4,4,4,4,5,5,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4.263157895,4
7232,42341,0,4,4,4,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,9999,999,9999,9999,9999,4.684210526, 
7232,42341,1,4,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,999,999,999,999,999,4.631578947, 
7233, ,1,2,3,3,3,3,4,2,3,2,2,4,2,2,2,4,4,4,3,3,3,3,3,3,3,2.894736842,3
7233, ,0,4,4,4,4,3,5,4,4,5,4,5,4,4,4,5,5,5,5,5,4,5,4,5,4,4.368421053,4.4
7233, ,1,4,4,4,3,3,3,5,3,5,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3.894736842,4
7234,42341,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7234,42341,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7235,42383,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7235,42383,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7236,42346,0,5,4,5,4,3,5,4,3,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4.421052632,4
7238,42397,1,5,5,4,4,4,4,4,5,5,4,5,5,4,5,4,5,5,5,5,4,4,4,4,4,4.578947368,4
7238,42397,0,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,5,5,5,5,999,999,999,999,999,4.368421053, 
7238,42397,0,3,3,4,4,3,3,3,3,3,4,4,4,3,3,5,5,5,5,5,999,999,999,999,999,3.789473684, 
7238,42397,1,5,5,5,4,4,4,4,5,5,4,5,5,4,5,4,5,5,5,5,4,4,4,4,4,4.631578947,4
7239,42396,1,4,4,4,4,3,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3.736842105,4
7239,42396,0,4,4,4,4,3,4,4,3,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,3.947368421,4
7239,42396,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4.157894737,4
7239,42396,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7240,42396,1,4,4,4,3,2,2,3,2,3,1,1,3,1,3,2,2,3,2,2,999,999,999,999,999,2.473684211, 
7240,42396,0,2,3,3,2,2,2,3,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2.368421053,2
7240,42396,0,3,3,4,3,3,3,3,2,4,3,3,3,3,3,5,4,4,4,4,3,3,3,3,3,3.368421053,3
7240,42396,1,3,4,1,2,2,1,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2.526315789,2
7241,42424,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7241,42424,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7242,42424,1,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,999,999,999,999,999,4.894736842, 
7242,42424,0,4,4,5,5,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,999,999,999,999,999,4.631578947, 
7244, ,1,4,4,4,5,4,4,4,3,4,3,3,4,4,4,4,4,5,4,4,3,3,3,4,3,3.947368421,3.2
7244, ,0,4,4,4,4,3,4,4,3,4,4,5,4,3,3,5,5,5,5,5,4,3,4,4,4,4.105263158,3.8
7244, ,1,3,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,5,4,4,3,4,4,3,3,3.684210526,3.4
7247,42426,1,4,4,4,4,4,5,4,3,4,4,4,4,4,4,5,4,4,4,4,999,999,999,999,999,4.052631579, 
7247,42426,0,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,999,999,999,999,999,4.894736842, 
7250,42424,1,2,3,2,3,3,4,3,3,3,3,4,3,3,2,4,4,4,4,4,4,3,3,3,3,3.210526316,3.2
7250,42424,0,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,5,5,4,5,5,4,4,4,4,4.315789474,4.2
7251,42346,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4.2
7251,42346,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4.2
7252,42396,1,4,3,4,3,3,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3.631578947,3.8
7252,42396,0,3,3,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3.526315789,4
7252,42396,0,4,4,4,4,3,4,4,3,4,3,4,4,4,4,5,4,4,3,4,4,3,3,4,4,3.842105263,3.6
7252,42396,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.947368421,4
7253,42396,1,5,5,5,3,3,4,5,4,4,3,5,4,4,3,3,3,4,3,3,4,3,3,3,3,3.842105263,3.2
7253,42396,0,5,5,4,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,4.789473684,4.6
7253,42396,0,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4.842105263,4.4
7253,42396,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4.947368421,5
7254,42426,1,4,4,4,4,3,3,4,4,5,4,4,4,4,5,5,5,5,5,5,5,4,4,5,4,4.263157895,4.4
7254,42426,0,4,4,5,5,4,4,4,4,5,5,5,4,4,4,5,5,5,5,5,999,999,999,999,999,4.526315789, 
7255,42346,0,3,4,4,5,5,4,5,5,4,4,4,3,3,3,4,5,5,5,5,4,5,5,5,4,4.210526316,4.6
7255,42346,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.8
7256,42342,0,3,3,3,3,2,3,2,2,3,3,3,2,3,2,4,4,4,4,4,3,3,3,3,3,3,3
7256,42342,1,4,4,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.684210526,4
7257, ,1,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,3,3,4,3,3,3,2,3.684210526,3
7257, ,0,4,4,4,4,4,5,4,3,5,5,4,4,3,5,5,5,5,4,5,4,4,3,3,3,4.315789474,3.4
7257, ,1,4,4,3,3,4,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,2,3,2,3.315789474,2.6
7258,42341,0,3,3,3,2,2,4,3,2,3,3,3,3,3,3,4,4,5,4,5,3,3,3,3,3,3.263157895,3
7258,42341,1,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,4,4,3,3,4,4,4.684210526,3.6
7259, ,1,3,3,3,3,3,5,3,3,4,4,5,3,3,3,5,5,4,4,4,3,4,2,2,2,3.684210526,2.6
7259, ,0,4,4,3,5,3,5,3,4,5,4,5,4,4,4,5,5,5,5,5,4,4,4,4,4,4.315789474,4
7259, ,1,3,3,3,4,3,5,3,3,3,4,5,4,4,3,4,5,4,4,4,3,3,3,3,3,3.736842105,3
7260,42396,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999, , 
7260,42396,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4,4,4,4,4,999,999,999,999,999,4, 
7260,42396,0,999,999,999,999,999,999,4,4,999,999,999,999,999,999,4,999,999,4,4,999,999,999,999,999,4, 
7260,42396,1,999,999,999,999,999,4,4,999,4,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4, 
7262,42341,0,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.789473684,4
7262,42341,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4
7263,42346,0,4,5,5,5,3,4,5,3,5,4,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4.578947368,4.6
7263,42346,1,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,5,5,4,5,5,4.736842105,4.8
7264,42426,1,5,5,5,3,3,3,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4.526315789,4.4
7264,42426,0,4,4,4,5,5,4,4,5,5,5,5,4,4,4,5,5,5,5,5,4,3,3,4,5,4.578947368,3.8
7265, ,1,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4.894736842,4.6
7265, ,0,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.894736842,4.8
7265, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7267,42346,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3
7267,42346,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3
7268, ,1,4,4,4,4,5,5,4,4,4,5,4,4,4,3,4,4,4,4,5,4,4,3,4,4,4.157894737,3.8
7268, ,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4.947368421,4.8
7268, ,1,4,4,4,5,5,5,5,5,4,4,4,4,4,3,4,4,4,5,5,4,5,4,4,4,4.315789474,4.2
7269,42396,1,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.842105263,4
7269,42396,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4
7269,42396,0,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3.842105263,4
7269,42396,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7271,42396,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,999,999,999,999,999,4.947368421, 
7271,42395,0,4,4,5,3,3,4,5,3,4,4,5,5,5,5,5,5,5,5,5,999,999,999,999,999,4.421052632, 
7271,42396,0,3,3,3,3,3,3,3,3,3,3,4,3,4,4,5,5,5,4,5,999,999,999,999,999,3.631578947, 
7271,42396,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,999,999,999,999,999,4.894736842, 
7272,42347,0,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,5,4,4,4.052631579,4.2
7272,42346,1,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4.210526316,4.4
7273,42346,0,4,4,4,3,3,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.315789474,5
7273, ,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.842105263,5
7274,42424,1,3,3,4,4,3,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3.684210526,4
7274,42424,0,4,4,4,5,3,4,4,3,4,4,5,5,5,4,5,4,5,4,5,4,4,3,4,4,4.263157895,3.8
7276,42346,0,5,5,5,4,3,5,5,3,5,4,5,3,4,4,5,5,5,5,5,5,4,5,5,5,4.473684211,4.8
7276,42346,1,5,5,5,4,5,3,4,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4.578947368,5
7277,42341,0,3,4,4,2,3,3,3,2,3,2,4,3,3,4,4,4,4,5,5,3,3,3,3,3,3.421052632,3
7277,42341,1,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4.157894737,5
7278, ,1,3,4,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3.368421053,3.4
7278, ,0,4,3,3,4,4,3,4,4,4,4,5,3,4,4,5,5,5,3,4,4,4,3,4,3,3.947368421,3.6
7278, ,1,4,4,4,4,5,5,5,5,5,4,4,5,5,5,3,4,4,3,3,4,3,3,3,3,4.263157895,3.2
7279,42426,1,4,4,4,5,5,5,5,5,5,4,4,4,5,4,4,3,4,3,3,4,4,4,4,3,4.210526316,3.8
7279,42426,0,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4.684210526,4.4
7280,42424,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999, , 
7280,42424,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7281,42426,1,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,4.789473684,4.6
7281,42426,0,4,4,3,4,4,4,3,4,4,4,5,4,4,4,5,5,5,5,5,4,3,4,4,5,4.210526316,4
7282,42341,0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.052631579,4
7282,42341,1,4,4,4,5,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4.263157895,4
7283,42426,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7283,42426,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7286,42396,1,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,999,999,999,999,999,4.842105263, 
7286,42396,0,3,4,4,3,3,3,4,3,3,4,3,3,3,3,5,5,5,5,5,999,999,999,999,999,3.736842105, 
7286,42396,0,3,3,2,3,3,4,3,3,3,3,4,2,3,2,4,5,5,5,5,999,999,999,999,999,3.421052632, 
7286,42396,1,5,5,4,4,5,5,5,5,5,4,5,5,5,4,3,4,4,4,5,999,999,999,999,999,4.526315789, 
7287,42341,0,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,4,4,4,4,3,3,4,4,4,3.421052632,3.6
7288,42341,0,4,4,3,4,3,5,4,4,4,4,5,4,5,4,5,5,5,4,5,4,3,4,3,3,4.263157895,3.4
7288,42341,1,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,4,4,4,4.684210526,4.2
7289,42341,0,2,3,2,3,3,4,3,3,3,3,3,3,3,2,4,4,4,4,4,3,3,4,4,4,3.157894737,3.6
7289,42341,1,3,3,3,4,5,3,4,5,4,3,3,3,3,3,4,4,3,3,4,3,3,3,3,4,3.526315789,3.2
7290,42396,1,4,4,4,4,3,3,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3.842105263,4
7290,42396,0,4,4,4,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,3,4,4,4,4,3.368421053,3.8
7290,42396,0,2,2,2,3,3,4,2,3,2,3,3,1,2,1,4,3,4,4,4,1,3,2,4,3,2.736842105,2.6
7290,42396,1,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3.315789474,3.8
7291,42424,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999, , 
7291,42424,0,4,3,3,5,4,5,4,3,4,4,4,4,4,2,5,5,5,4,3,4,3,4,3,2,3.947368421,3.2
7292, ,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7292, ,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7292, ,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7293,42424,1,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3.684210526,3
7293,42424,0,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,5,3,3,4,4,3,4,3,4.105263158,3.6
7294, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.8
7294, ,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4.6
7294, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.8
7295,42396,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,999,999,999,999,999,4.894736842, 
7295,42396,0,3,3,3,4,3,3,3,2,2,3,2,2,3,3,4,3,3,4,4,999,999,999,999,999,3, 
7295,42396,0,4,3,4,4,4,3,2,2,2,3,3,3,3,1,5,3,3,4,5,999,999,999,999,999,3.210526316, 
7295,42396,1,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,4,999,999,999,999,999,4.789473684, 
7296,42396,1,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,4.052631579,4.4
7296,42396,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.947368421,4
7296,42396,0,3,4,4,4,4,4,4,4,4,4,4,3,4,3,5,5,5,5,5,4,4,4,4,4,4.105263158,4
7296,42396,1,4,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4.157894737,4.4
7298,42426,1,4,4,4,5,5,4,5,5,5,4,4,5,5,5,5,4,5,3,4,4,4,4,4,4,4.473684211,4
7298,42426,0,4,5,5,4,4,5,4,4,5,5,5,4,4,5,5,5,5,3,4,4,5,4,5,4,4.473684211,4.4
7299,42341,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7299,42341,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7300,42018,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4.736842105,4.4
7300,42018,0,4,4,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,4.684210526,4.4
7301, ,1,2,4,4,5,5,5,4,4,4,3,5,3,4,4,5,5,5,3,4,5,5,3,3,4,4.105263158,4
7301, ,0,4,4,4,5,5,5,4,3,5,5,5,4,3,3,5,5,5,5,5,4,4,5,5,5,4.421052632,4.6
7301, ,1,4,4,4,5,3,3,4,2,5,4,3,4,4,5,5,5,5,5,5,4,4,4,4,4,4.157894737,4
7302, ,0,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,5,5,4,4,999,999,999,999,999,4.368421053, 
7302, ,1,4,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,4,4,999,999,999,999,999,4.526315789, 
7303, ,0,3,4,3,4,4,4,3,3,3,4,4,999,4,4,5,5,5,5,5,4,4,5,4,4,4,4.2
7303, ,1,4,4,5,3,4,3,4,4,5,4,4,4,3,3,4,4,5,5,5,4,3,4,4,4,4.052631579,3.8
7304,42424,1,4,4,4,4,3,5,4,3,4,4,5,4,4,4,5,5,5,5,5,4,5,5,5,5,4.263157895,4.8
7304,42424,0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.947368421,5
7306, ,1,5,5,5,5,4,4,5,3,5,4,4,5,5,5,4,4,5,5,4,5,4,4,5,4,4.526315789,4.4
7306, ,0,4,5,4,5,4,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,4,5,4.631578947,4.6
7306, ,1,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,4,4,4,5,5,5,4.473684211,4.6
7307,42346,0,5,5,5,3,3,5,5,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4.578947368,4.4
7307,42346,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7308,42396,1,4,4,4,4,3,3,4,3,5,4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,3.947368421,4
7308,42395,0,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.842105263,4
7308,42396,0,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7308,42396,1,4,4,4,4,4,3,4,4,4,4,3,4,4,5,5,4,4,4,4,4,3,4,4,4,4,3.8
7310,42341,0,4,3,3,4,4,5,4,3,4,4,5,5,4,4,4,5,4,5,5,4,3,4,4,4,4.157894737,3.8
7310,42341,1,4,4,4,4,5,4,4,5,5,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4.368421053,4
7311,42396,1,4,4,4,3,2,2,3,2,3,2,3,3,2,2,3,4,4,3,3,3,4,3,3,3,2.947368421,3.2
7311,42395,0,4,3,4,4,2,3,3,3,4,3,3,3,3,4,4,5,5,5,5,3,3,3,3,3,3.684210526,3
7311,42396,0,2,2,2,3,2,3,2,1,2,2,3,2,2,2,4,4,4,4,4,2,2,2,2,3,2.631578947,2.2
7311,42396,1,4,3,3,1,2,2,3,2,2,2,3,3,2,2,1,3,3,2,1,1,2,1,2,1,2.315789474,1.4
7312, ,1,999,999,4,3,3,999,3,3,3,999,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3.466666667,4
7312, ,0,999,999,999,3,2,4,3,1,3,3,5,3,2,3,4,5,5,5,5,3,3,3,3,3,3.5,3
7312, ,1,999,999,999,3,3,3,3,1,3,3,3,2,999,3,4,4,4,4,4,3,4,4,3,3,3.133333333,3.4
7313,42341,0,4,4,4,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,3,4,4,5,4.684210526,4.2
7313,42341,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4.947368421,4.4
7314, ,1,5,5,5,5,4,5,4,5,5,5,5,5,3,5,5,5,5,3,3,4,4,4,5,2,4.578947368,3.8
7314, ,0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4.789473684,5
7314, ,1,4,4,5,5,5,5,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,2,3,3,4.473684211,3.2
7315,42341,0,4,4,4,4,5,5,4,4,4,5,5,4,4,4,5,5,5,5,5,4,4,5,5,5,4.473684211,4.6
7315,42341,1,5,4,5,4,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,4,5,5,5,5,4.631578947,4.8
7318,42426,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4.8
7318,42426,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.8
7320,42346,0,5,5,4,3,3,5,5,3,3,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4.421052632,4.8
7320,42346,1,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4.894736842,4.8
7321,42346,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7321,42346,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7322,42346,0,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,5,4,4,4,4,4,4.789473684,4
7322,42346,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4
7324,42396,1,4,4,4,3,2,2,4,2,3,2,2,4,4,4,2,2,3,2,2,3,4,2,3,2,2.894736842,2.8
7324,42396,0,4,4,3,4,2,3,5,3,4,3,3,4,4,4,4,4,4,2,2,4,4,2,3,4,3.473684211,3.4
7324,42396,0,3,3,3,3,3,4,3,3,3,4,4,3,3,3,5,5,5,5,5,4,4,4,4,4,3.684210526,4
7324,42396,1,2,3,3,2,2,3,3,2,3,2,2,3,3,3,3,3,3,2,2,3,3,2,2,1,2.578947368,2.2
7325, ,1,4,4,4,4,5,5,4,5,5,4,4,4,4,5,4,4,5,4,4,999,999,999,999,999,4.315789474, 
7325, ,0,3,3,2,4,3,3,4,3,3,3,2,3,4,4,4,4,5,4,5,999,999,999,999,999,3.473684211, 
7325, ,0,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,4,4,4,999,999,999,999,999,3.631578947, 
7325, ,1,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,999,999,999,999,999,3.789473684, 
7326,42396,1,4,4,4,4,4,5,5,5,5,3,4,4,4,3,3,4,4,5,5,5,3,4,4,4,4.157894737,4
7326,42396,0,3,4,4,4,2,5,5,2,5,4,5,4,4,5,5,5,4,3,4,5,0,4,0,4,4.052631579,2.6
7326,42396,0,3,3,3,4,4,5,5,4,4,5,5,3,3,4,5,5,4,4,4,5,4,4,4,4,4.052631579,4.2
7326,42396,1,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,5,5,4,4,4,4,4,3.842105263,4
7327,42396,1,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,5,4,3,5,4,5,4,5,4.631578947,4.6
7327,42396,0,4,4,4,3,4,4,5,3,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4.421052632,3.8
7327,42396,0,3,3,3,4,4,4,4,4,4,5,3,3,5,4,5,5,5,5,5,4,5,4,4,3,4.105263158,4
7327,42396,1,4,3,4,4,5,4,5,5,5,4,5,5,5,5,3,4,5,3,3,4,4,3,4,3,4.263157895,3.6
