ID#,train_date,Trainertype,t_rating01,t_rating02,t_rating03,t_rating04,t_rating05,t_rating06,t_rating07,t_rating08,t_rating09,t_rating10,t_rating11,t_rating12,t_rating13,t_rating14,t_rating15,t_rating16,t_rating17,t_rating18,t_rating19,t_rating20,t_rating21,t_rating22,t_rating23,t_rating24,Charac_avg,Train_comp
7148,42346,0,4,4,4,2,3,4,5,2,4,2,5,5,5,4,5,4,5,5,5,3,3,4,4,4,4.052631579,3.6
7148,42346,1,5,5,4,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,5,4.736842105,4.4
7149,42341,0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.947368421,5
7149,42341,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4.947368421,5
7150,42426,1,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,4,5,4,4,999,999,999,999,999,4.421052632, 
7150,42426,0,4,4,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,999,999,999,999,999,4.526315789, 
7152,42426,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4.4
7152,42426,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4.6
7153, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7153, ,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7153, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7154,42346,0,5,5,5,3,3,4,5,2,4,3,4,5,5,5,4,4,5,3,5,5,5,4,5,4,4.157894737,4.6
7154,42346,1,5,5,5,4,4,4,5,4,5,5,4,4,5,4,5,5,5,5,5,4,4,4,5,5,4.631578947,4.4
7155,42396,1,4,4,4,4,3,4,4,3,4,999,999,5,4,4,3,3,4,4,4,4,5,5,4,4,3.823529412,4.4
7155,42396,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,5,5,4,4,3.842105263,4.4
7156,42383,0,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4.842105263,5
7156,42383,0,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4.842105263,5
7157,42345,0,4,4,4,4,4,3,4,4,5,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,4.210526316,5
7157,42345,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4.105263158,5
7158,42424,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4.8
7158,42424,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7159,42341,0,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4.842105263,4.8
7159,42341,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.947368421,5
7160,42346,0,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,3.6
7160,42346,1,3,4,4,4,5,3,4,5,5,5,5,3,4,4,4,5,5,5,5,4,5,4,5,4,4.315789474,4.4
7162,42426,1,3,3,3,3,3,4,3,4,3,3,4,3,3,3,5,3,4,2,3,999,999,999,999,999,3.263157895, 
7162,42426,0,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,4,4,2,3,4,3,3,3,3,3.210526316,3.2
7163,42346,0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.947368421,5
7163,42346,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7164,42346,0,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4.315789474,4
7164,42346,1,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,4,4,4,4,4,4.157894737,4
7165,42341,0,3,4,4,4,4,5,4,5,5,4,4,3,4,4,5,5,5,5,5,4,4,4,5,5,4.315789474,4.4
7165,42341,1,5,5,5,5,5,4,5,4,4,3,4,5,5,5,5,5,5,4,4,4,5,4,4,4,4.578947368,4.2
7166,42346,0,5,5,5,3,3,4,4,2,3,4,5,5,3,4,5,5,5,5,5,4,5,5,5,5,4.210526316,4.8
7166,42346,1,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,4.894736842,4.6
7167,42341,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.947368421,5
7167,42341,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.947368421,5
7168,42424,1,3,3,3,2,2,3,3,2,4,3,4,3,5,4,3,4,5,2,3,3,4,2,3,2,3.210526316,2.8
7168,42424,0,4,4,4,5,5,4,5,5,5,5,5,4,5,5,5,4,4,3,3,4,4,3,4,4,4.421052632,3.8
7169,42383,0,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4.736842105,4
7169,42382,0,4,3,3,4,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3.263157895,3
7170, ,1,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,4,4,4,4,4.842105263,4
7170, ,0,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4.789473684,4.8
7170, ,1,4,4,4,5,5,5,4,4,4,5,5,4,4,3,4,5,5,5,5,4,4,4,4,4,4.421052632,4
7171,42346,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7171, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7172,42345,0,3,2,2,3,3,3,4,3,3,3,4,3,3,3,3,4,4,4,4,3,4,2,2,2,3.210526316,2.6
7172, ,1,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3.789473684,3.2
7174,42426,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7174,42426,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7175, ,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7175, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7176,42426,1,4,4,4,3,2,4,3,3,4,4,5,4,4,5,5,4,4,4,4,4,4,3,4,4,3.894736842,3.8
7176,42426,0,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,5,4.684210526,5
7177,42341,0,4,4,4,5,4,5,4,4,5,4,5,4,4,4,5,5,5,5,5,4,4,5,4,5,4.473684211,4.4
7177,42341,1,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4.736842105,4.2
7178,42424,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4.8
7178,42424,0,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.894736842,5
7180,42340,0,4,3,4,5,5,5,4,4,4,4,5,4,5,4,5,5,5,5,5,4,4,4,4,4,4.473684211,4
7180,42340,1,4,4,4,3,4,3,4,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4.263157895,4
7184,42426,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7184,42426,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7185, ,1,3,3,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3.421052632,3.4
7185, ,0,3,3,3,5,4,3,3,3,3,4,4,3,5,5,5,5,5,4,5,4,5,5,5,5,3.947368421,4.8
7185, ,1,3,3,3,3,4,4,4,4,4,4,4,3,4,4,5,5,4,5,5,4,4,4,4,3,3.947368421,3.8
7186,42426,1,3,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3.736842105,3.6
7186,42426,0,4,4,4,4,4,4,4,4,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4.157894737,4
7188,42341,0,4,5,4,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,4,5,4,4,4,4.578947368,4.2
7188,42341,1,4,4,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,4,4.684210526,4.4
7190,42426,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4
7190,42426,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4
7191,42341,0,4,4,4,5,4,4,5,4,5,4,4,5,5,5,5,4,5,4,5,4,5,4,5,5,4.473684211,4.6
7191,42341,1,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,4,4,4.526315789,4.4
7192,42424,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7192,42424,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4.6
7193,42426,1,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,5,4,4,5,4,4.631578947,4.4
7193,42426,0,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4.842105263,4.8
7197,42424,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,4.368421053,4.8
7197,42424,0,5,5,5,5,4,5,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,4,5,5,4.631578947,4.8
7199,42396,1,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,4,5,4,4,4,4,4,4.684210526,4
7199,42396,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999, , 
7199,42396,0,4,3,2,4,1,5,2,1,2,3,5,2,2,2,5,5,5,5,5,2,3,4,4,4,3.315789474,3.4
7199,42396,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,4,4,3,4,4,3.789473684,3.8
7200,42346,0,4,4,4,4,3,4,4,3,4,4,5,5,4,5,4,4,4,4,4,4,3,2,4,3,4.052631579,3.2
7200,42346,1,4,4,4,4,5,4,4,5,5,4,4,5,5,5,4,4,4,4,4,4,4,3,4,3,4.315789474,3.6
7202,42712,0,4,4,4,5,3,3,4,3,4,3,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4.052631579,4
7202,42712,1,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4.157894737,4
7203,42396,1,4,5,5,3,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4.631578947,4.8
7203, ,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4.263157895,4
7203,42396,0,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4.684210526,5
7203,42396,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7204,42426,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.894736842,5
7204,42426,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.947368421,5
7205,42424,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3.894736842,3
7205,42424,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,4,4,4,4,4,4.842105263,4
7207,42341,0,4,3,3,3,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3.578947368,3.6
7207,42341,1,4,4,4,5,5,4,4,5,5,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4.210526316,4
7209,42424,1,4,4,3,3,5,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3.894736842,4
7209,42424,0,4,5,4,4,4,4,4,3,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4.263157895,4
7212, ,1,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.105263158,3
7212, ,0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4.842105263,5
7212, ,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.052631579,3
7213,42341,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7213,42341,1,4,4,3,5,5,5,3,4,4,4,5,3,5,5,5,4,5,5,5,4,5,5,5,5,4.368421053,4.8
7214,42346,0,5,5,4,4,4,5,5,4,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,4.631578947,5
7214,42346,1,4,5,5,5,5,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4.736842105,5
7215,42341,0,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,4,4,3.736842105,3.6
7215,42341,1,4,4,4,5,5,5,5,5,5,4,4,5,4,5,5,4,5,4,4,5,4,4,4,5,4.526315789,4.4
7216,42341,0,4,4,4,3,3,5,5,3,4,4,4,3,5,5,5,5,4,5,5,4,3,3,4,4,4.210526316,3.6
7216,42341,1,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4.684210526,4.6
7218,42396,1,4,4,4,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,5,3,2,3,3,3,3.105263158,2.8
7218,42396,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3.894736842,4
7218,42396,0,4,4,3,4,4,4,4,4,4,4,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,4
7218,42396,1,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,999,4,4,3,3,2,2,3,3.222222222,2.6
7219,42346,0,4,5,5,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4.315789474,4.2
7219, ,1,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4.842105263,5
7220,42396,1,5,5,5,4,4,4,5,4,5,4,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4.526315789,5
7220,42396,0,4,4,4,4,3,4,4,3,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3.684210526,3
7220,42396,0,3,3,3,4,3,3,2,2,2,3,4,2,2,2,4,4,4,4,4,3,3,3,3,3,3.052631579,3
7220,42396,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7221,42396,1,4,4,4,3,3,3,3,3,3,3,3,3,3,5,3,3,5,5,5,3,3,4,3,4,3.578947368,3.4
7221,42396,0,3,4,4,3,3,3,3,3,4,3,4,3,3,3,4,4,5,5,5,999,999,999,999,999,3.631578947, 
7221,42396,0,4,4,4,5,5,5,5,4,4,5,5,4,4,4,5,5,5,4,4,4,5,4,5,5,4.473684211,4.6
7221,42396,1,4,4,4,5,5,5,5,5,5,4,4,4,4,4,3,3,5,4,4,4,4,4,4,4,4.263157895,4
7222,42383,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7222,42382,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7223,42426,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4,3,4,4,4, ,3.8
7223,42426,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4,4,3,4,5, ,4
7224,42346,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.8
7224,42346,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
